iter	Accuracy	Logloss
89	0.6127255953	0.6555410069
90	0.6127027529	0.6554377066
91	0.6127387368	0.6549432683
92	0.6127747207	0.6548868341
93	0.6127747207	0.6544916882
94	0.6129421197	0.6543133622
95	0.6129552612	0.6539217194
96	0.6129192772	0.6539028335
97	0.6129192772	0.6538786674
98	0.6129192772	0.6538636984
99	0.6132334317	0.6537509903
100	0.6132334317	0.6537471077
101	0.6131974478	0.6537446818
102	0.6131877468	0.6532768547
103	0.6134305542	0.6531302614
104	0.6134077118	0.6530246999
105	0.6134471363	0.6529043687
106	0.6134602778	0.652897073
107	0.6134699787	0.6527843183
108	0.6134242939	0.6527751563
109	0.6134471363	0.6527737513
110	0.6134796797	0.6527212918
111	0.6134796797	0.652720052
112	0.6134568372	0.6526841122
113	0.6134568372	0.6526805135
114	0.6135785513	0.6525396074
115	0.6136117155	0.6522164876
116	0.6135266061	0.6521847125
117	0.6136020146	0.6518828631
118	0.6135791721	0.6518671241
119	0.6135791721	0.6518419109
120	0.6135991948	0.6514126423
121	0.6135632108	0.651412043
122	0.6139002077	0.6513104822
123	0.6145582402	0.6511234499
124	0.6145582402	0.6511229609
125	0.6151346039	0.6510318603
126	0.6156756045	0.6509240974
127	0.6158755468	0.6506701884
128	0.6158921288	0.6503159438
129	0.6158692864	0.6502965806
130	0.6160657882	0.6502572975
131	0.6163674219	0.6501905488
132	0.6163674219	0.6501903967
133	0.616384004	0.6499113841
134	0.616384004	0.6499111648
135	0.6164691133	0.6498898056
136	0.6164691133	0.6498883157
137	0.6164331294	0.6498881337
138	0.6165119784	0.649642001
139	0.6165348209	0.6496221798
140	0.6166821972	0.649567348
141	0.6167673065	0.6495414217
142	0.6168724385	0.6492919901
143	0.6169609885	0.6491841306
144	0.6168530367	0.6491475086
145	0.6169609885	0.6490838634
146	0.6169609885	0.6490838582
147	0.6172820241	0.6488203343
148	0.6177047511	0.6487337579
149	0.6179738415	0.6484861865
150	0.6179613208	0.6482682521
151	0.6180464302	0.6482627022
152	0.6180007453	0.6482254948
153	0.6180138868	0.6482222677
154	0.6180138868	0.6482222676
155	0.6180138868	0.6482222674
156	0.6180138868	0.6482222673
157	0.6180138868	0.6482222667
158	0.6181161991	0.6481043567
159	0.6184738394	0.6480207557
160	0.6184378555	0.6480207232
161	0.6184904215	0.6478201641
162	0.6188971872	0.6475487756
163	0.6189919975	0.6475175245
164	0.6193490171	0.6474205944
165	0.6193490171	0.6474205932
166	0.6196368885	0.6473540929
167	0.6196569111	0.6473260479
168	0.6195621009	0.6473068707
169	0.6195621009	0.6472352734
170	0.6196672329	0.6470743761
171	0.6206297189	0.6468897843
172	0.6206297189	0.6468870133
173	0.6206297189	0.6468870127
174	0.6204926643	0.6468736619
175	0.6206006161	0.6468638282
176	0.6206497415	0.6467908223
177	0.620662883	0.6467728171
178	0.6206074973	0.6466309998
179	0.6206074973	0.6466309989
180	0.6207880377	0.6464298088
181	0.6208108801	0.6464169118
182	0.6207714556	0.6463790206
183	0.6208115009	0.6460787075
184	0.6211650799	0.646039741
185	0.6211650799	0.6460397403
186	0.6211650799	0.6460397402
187	0.6211879223	0.6460251341
188	0.6211879223	0.6460237444
189	0.6212598902	0.6459862734
190	0.6212239063	0.6459844931
191	0.6212239063	0.6459844931
192	0.6212598902	0.6459670274
193	0.6211062535	0.645872409
194	0.6211062535	0.6458724089
195	0.6211062535	0.6458645231
196	0.6211062535	0.6458640448
197	0.621145678	0.6456755494
198	0.621145678	0.6456755493
199	0.6212439289	0.6455256858
200	0.6214695334	0.6454786791
201	0.6214826749	0.6453546324
202	0.6214369901	0.6453298479
203	0.6220562188	0.6452438379
204	0.6222035951	0.6451000107
205	0.6222035951	0.645094761
206	0.6222167366	0.6450931443
207	0.6220665406	0.6450769054
208	0.6220665406	0.6450740843
209	0.6219751708	0.6450268126
210	0.6219751708	0.6449868721
211	0.6219751708	0.644986872
212	0.6220540199	0.6448223149
213	0.6220443189	0.6446924202
214	0.6220540199	0.6446139164
215	0.6220803029	0.6445817221
216	0.6220477595	0.6445605184
217	0.6221951358	0.644451692
218	0.6224836281	0.6442796847
219	0.6224905092	0.644144436
220	0.6224905092	0.6441444341
221	0.6224579658	0.6441024084
222	0.6224579658	0.6440964181
223	0.6224711073	0.6440663628
224	0.6224711073	0.6440663623
225	0.6224711073	0.6440662946
226	0.6226350657	0.6439460914
227	0.6228835127	0.6438778478
228	0.6228835127	0.6438778462
229	0.6228835127	0.6438778448
230	0.6229298183	0.6438309338
231	0.623136021	0.6436780884
232	0.623136021	0.6436780883
233	0.623136021	0.6436780882
234	0.6231263201	0.6436661056
235	0.6231263201	0.6436569822
236	0.6231263201	0.6436569817
237	0.6231269409	0.6436153146
238	0.6231137994	0.6436082152
239	0.6231137994	0.6436069795
240	0.6230652947	0.6435618597
241	0.6232092304	0.6435081989
242	0.6233697482	0.643465473
243	0.6234914623	0.6433737486
244	0.6235143048	0.6433246422
245	0.6235143048	0.6433246404
246	0.6235502887	0.6433017911
247	0.6235405878	0.643257222
248	0.6237599319	0.6431329375
249	0.6239267101	0.6431182435
250	0.6239267101	0.6431182419
251	0.6239267101	0.6431182404
252	0.6239038677	0.643118239
253	0.6238394017	0.6430476042
254	0.6238753857	0.6430403091
255	0.6238394017	0.6430010136
256	0.6238394017	0.6430010128
257	0.6239245111	0.6428796586
258	0.6240262025	0.6426976966
259	0.6240033601	0.6426541836
260	0.6240759488	0.6425136504
261	0.6241347751	0.6424794945
262	0.6241347751	0.6424794941
263	0.6242033024	0.6424634828
264	0.6243506787	0.6423558476
265	0.6243506787	0.6423558468
266	0.624259309	0.6423434902
267	0.624259309	0.6423434871
268	0.6242039232	0.6422723461
269	0.6242039232	0.6422723445
270	0.6241679393	0.642240375
271	0.6241679393	0.6422403732
272	0.6242302062	0.6421922241
273	0.6243090552	0.6420850894
274	0.6243450392	0.6420768619
275	0.6243353382	0.6420632857
276	0.6242211261	0.6420379038
277	0.6243616212	0.6419767116
278	0.6243616212	0.6419767114
279	0.6243519203	0.6419548445
280	0.624371943	0.6419279231
281	0.6243559817	0.6418803511
282	0.6243462808	0.6418061701
283	0.6243462808	0.6418061668
284	0.6243462808	0.6418061637
285	0.6243462808	0.6418044823
286	0.6243462808	0.6418044811
287	0.6242126668	0.6417918356
288	0.624343461	0.6417795455
289	0.6242617922	0.6417708301
290	0.6242617922	0.6417708294
291	0.6242389498	0.6417701259
292	0.6244091685	0.6417263851
293	0.6243440818	0.6417079984
294	0.6243115384	0.6416818418
295	0.6242727347	0.6416582944
296	0.6242727347	0.6416582924
297	0.6242727347	0.6416582905
298	0.6243087187	0.6416582887
299	0.6245149213	0.6414643065
300	0.6245149213	0.6414643064
301	0.624456095	0.6414440559
302	0.6242996385	0.6414068478
303	0.6242996385	0.6414068453
304	0.6245224233	0.6413498063
305	0.6245355648	0.6413456563
306	0.6245355648	0.6413456542
307	0.6245355648	0.6413456521
308	0.6245355648	0.6413456502
309	0.6247154844	0.6412619895
310	0.6245493271	0.6412059212
311	0.6247258061	0.6411968276
312	0.6247258061	0.6411968259
313	0.6246247355	0.6411646334
314	0.6247589703	0.6411241916
315	0.624716726	0.6411195225
316	0.624716726	0.641119521
317	0.624716726	0.6411195196
318	0.6247395684	0.6411070011
319	0.6247298675	0.6410527806
320	0.6246682214	0.6410297672
321	0.6249166683	0.6410199981
322	0.6248252986	0.6409900967
323	0.6251554143	0.6408963732
324	0.6251554143	0.640896373
325	0.6252993501	0.6408921961
326	0.6252993501	0.6408921958
327	0.6251463342	0.6408500968
328	0.6252965303	0.6407056036
329	0.6252348842	0.6406317906
330	0.6252154823	0.6406160669
331	0.6252743087	0.6405399683
332	0.6253268747	0.6404305334
333	0.6253012125	0.6403094985
334	0.6254029039	0.6402389056
335	0.6257301999	0.6401498487
336	0.6257301999	0.6401498487
337	0.6257301999	0.6401498461
338	0.6257301999	0.6401498445
339	0.6257301999	0.6401498421
340	0.6256942159	0.6401464537
341	0.6256125471	0.6401340146
342	0.6256485311	0.6401337475
343	0.6258456536	0.6399993426
344	0.6257542839	0.6399641318
345	0.6257217405	0.6399478088
346	0.6258891395	0.6397938375
347	0.6258891395	0.6397924702
348	0.6257977698	0.639762578
349	0.6257977698	0.6397625759
350	0.6257520849	0.6397524455
351	0.6257520849	0.6397524442
352	0.6257520849	0.6397524442
353	0.6257520849	0.6397524442
354	0.6259417055	0.6397389836
355	0.6259188631	0.6397389819
356	0.6259845706	0.6396713496
357	0.6259845706	0.6396683396
358	0.6259845706	0.6396683393
359	0.6259291848	0.6396288995
360	0.6262039147	0.6395798393
361	0.6262398987	0.6395625444
362	0.6262890241	0.6395597857
363	0.626403857	0.6395329732
364	0.6264730051	0.6393854759
365	0.6266438446	0.6392924887
366	0.6266113013	0.6392783789
367	0.6266113013	0.6392783782
368	0.6264645458	0.6391991994
369	0.6266416457	0.6391287539
370	0.6266222438	0.6390555119
371	0.626540575	0.6390516666
372	0.626540575	0.6390516638
373	0.6267799418	0.6389856434
374	0.6269141766	0.6388834619
375	0.6269141766	0.6388834604
376	0.6269141766	0.6388834577
377	0.6270712539	0.6388599317
378	0.6268982154	0.6388414534
379	0.6268982154	0.6388414511
380	0.627130701	0.6385963696
381	0.627183267	0.6385505746
382	0.6273369037	0.6385041455
383	0.627245534	0.6384922074
384	0.6273306433	0.6384816647
385	0.6273306433	0.6384816644
386	0.6273306433	0.6384816621
387	0.6273306433	0.6384816616
388	0.627324383	0.6384203536
389	0.6273278236	0.638404063
390	0.6277042449	0.6382574629
391	0.6277533704	0.6382374619
392	0.6277533704	0.6382374594
393	0.6278819656	0.6380963061
394	0.6277643129	0.6380804032
395	0.6277643129	0.6380804006
396	0.6278957279	0.6379708144
397	0.6278957279	0.6379708116
398	0.6278957279	0.6379617976
399	0.6279254515	0.6379493104
400	0.6282458663	0.6378930658
401	0.6282458663	0.6378930635
402	0.6282721493	0.6378437661
403	0.6282367862	0.6377546702
404	0.6283419182	0.6377165893
405	0.6283944842	0.6376558558
406	0.6283944842	0.6376558553
407	0.6283944842	0.6376521492
408	0.6285875454	0.6376363379
409	0.6284339087	0.6376256273
410	0.6284339087	0.6376256271
411	0.6288034489	0.6375322911
412	0.6288394329	0.6375322889
413	0.6288394329	0.637532287
414	0.6288394329	0.6375322851
415	0.6288394329	0.6375322833
416	0.6288262914	0.6375310222
417	0.6290456355	0.6374629642
418	0.6292386967	0.6374309896
419	0.6292386967	0.6374248778
420	0.6288212726	0.6373719095
421	0.628667636	0.6373161172
422	0.6286447935	0.6373161157
423	0.6288412953	0.637198898
424	0.6289298452	0.6371590056
425	0.6291554497	0.6370816284
426	0.6291097649	0.6370597931
427	0.6293125269	0.6369481561
428	0.6292045752	0.6369349791
429	0.6289955527	0.6369197899
430	0.6290806621	0.6368874865
431	0.6290287169	0.6368839117
432	0.6290287169	0.6368839117
433	0.6291435498	0.6368275933
434	0.6291995564	0.6367708598
435	0.6292258394	0.63676779
436	0.6293829166	0.6367540146
437	0.6293829166	0.6367540145
438	0.6295040099	0.6366833292
439	0.6294029393	0.6366723934
440	0.629308129	0.6366012269
441	0.6295143316	0.6365765448
442	0.6295011901	0.6365413312
443	0.6293938592	0.6364886551
444	0.629518393	0.6364508852
445	0.629518393	0.6364508831
446	0.629554377	0.6364502374
447	0.6297245957	0.6363843737
448	0.6297245957	0.6363843717
449	0.629845689	0.6363676801
450	0.6302615349	0.6362239761
451	0.6303335027	0.636219563
452	0.6301936284	0.6360787538
453	0.6304329952	0.6359930428
454	0.6304329952	0.6359930403
455	0.6302827991	0.6359770976
456	0.6304661593	0.6359123671
457	0.6304661593	0.6359123668
458	0.6304564584	0.6358802901
459	0.6304010726	0.6358744555
460	0.6304010726	0.6358744534
461	0.6303131435	0.6358566297
462	0.6302903011	0.6358434503
463	0.6304079538	0.6358323668
464	0.6306764234	0.6356404451
465	0.6305130858	0.6355294825
466	0.6304445585	0.6355253368
467	0.6304445585	0.6355253346
468	0.6305268481	0.6354417211
469	0.6305268481	0.6354417205
470	0.6303184465	0.6353841785
471	0.6304132568	0.6353638403
472	0.6304623822	0.6353627791
473	0.6304395398	0.6353627785
474	0.6304166973	0.6353627764
475	0.6304166973	0.6353627743
476	0.6305446718	0.635307382
477	0.6306623245	0.6352940061
478	0.6306394821	0.6352934499
479	0.6306166396	0.6352900216
480	0.6306166396	0.6352900199
481	0.6309570771	0.635191227
482	0.6309605177	0.635179636
483	0.6309605177	0.6351796352
484	0.6310787912	0.6351343284
485	0.6310787912	0.6351343127
486	0.630938296	0.6350886549
487	0.6310234054	0.6350804746
488	0.6311742223	0.6350224307
489	0.6312199071	0.6350052488
490	0.6311936241	0.6349733272
491	0.6312821741	0.6349258732
492	0.6313672834	0.6348315503
493	0.6314032674	0.6348315487
494	0.6311776629	0.634780924
495	0.6316003899	0.6346522211
496	0.6315581456	0.6346229727
497	0.6315941295	0.6346207392
498	0.6317415058	0.6346006287
499	0.6317906313	0.6345506621
500	0.6318528982	0.6345225384
501	0.6318826218	0.6344071892
502	0.6317289851	0.6343817386
503	0.6319254869	0.6343633847
504	0.6319254869	0.6343633827
505	0.6319614708	0.6343633808
506	0.6319254869	0.6343633227
507	0.6319026444	0.634363321
508	0.6317981332	0.6342987887
509	0.6317981332	0.634298787
510	0.6318769822	0.6342431997
511	0.6318804228	0.6342348029
512	0.6318804228	0.6342345266
513	0.6318804228	0.6342335013
514	0.631834738	0.6342188725
515	0.631913587	0.634210666
516	0.631913587	0.6342106646
517	0.6319598926	0.6341303038
518	0.6320318605	0.6340819268
519	0.632045002	0.6340787401
520	0.632123851	0.6340223593
521	0.6321798576	0.6339839387
522	0.6320628257	0.63393798
523	0.6320759672	0.6339168088
524	0.6320988096	0.6339035219
525	0.6320759672	0.6339026077
526	0.6320759672	0.6339024871
527	0.6320268417	0.6338935288
528	0.6320268417	0.6338935284
529	0.6320759672	0.6338761322
530	0.6320759672	0.6338761309
531	0.6320759672	0.6338761297
532	0.6320302823	0.6338713758
533	0.6320434238	0.633831468
534	0.6321022502	0.6338172346
535	0.632226784	0.6338020906
536	0.632226784	0.6338020896
537	0.632226784	0.6338020896
538	0.6323513179	0.6337604661
539	0.6323387972	0.6337072728
540	0.6322737105	0.6337012747
541	0.6322737105	0.6337012737
542	0.6324051255	0.6336563296
543	0.632205804	0.6336321148
544	0.632205804	0.6336321139
545	0.6322417879	0.6336321136
546	0.6322223861	0.6336139392
547	0.6326250905	0.6335450956
548	0.6326250905	0.6335450947
549	0.6329038818	0.6334828817
550	0.6329301648	0.6334741787
551	0.6328685187	0.6334367522
552	0.6330913034	0.6333782783
553	0.6330227761	0.6332812961
554	0.6331307279	0.6332502044
555	0.6331507506	0.6331866445
556	0.6333957569	0.6331162741
557	0.6334317409	0.6331124054
558	0.6334317409	0.6331113684
559	0.6336670463	0.6330171475
560	0.6336898887	0.6330166389
561	0.6336898887	0.6330166382
562	0.6336898887	0.633016637
563	0.6336082199	0.6330122577
564	0.6336082199	0.6330122484
565	0.6336082199	0.6330122473
566	0.6336607859	0.6329993264
567	0.6336607859	0.6329993261
568	0.6336967699	0.6329985811
569	0.6337687377	0.6329931037
570	0.6337555962	0.6329819841
571	0.633739635	0.6329334435
572	0.633739635	0.6329320032
573	0.633739635	0.6329320031
574	0.633739635	0.632932003
575	0.633792201	0.6328904928
576	0.6336973907	0.6328773231
577	0.6336973907	0.6328773223
578	0.6337105322	0.632875866
579	0.6337105322	0.6328722919
580	0.6337105322	0.6328722912
581	0.6337105322	0.6328722912
582	0.6338544679	0.632842216
583	0.6338544679	0.6328422153
584	0.6338876321	0.6328015643
585	0.6338550887	0.6327983855
586	0.6338813717	0.6327611542
587	0.6338488284	0.6327525938
588	0.6338488284	0.6327451421
589	0.6340059056	0.6327014281
590	0.634425192	0.6326169986
591	0.6344023496	0.6326134215
592	0.6344549156	0.6325869864
593	0.6344908996	0.6325610444
594	0.6344355138	0.6325477894
595	0.6344355138	0.6325477889
596	0.6344355138	0.6325477886
597	0.6344355138	0.6325477878
598	0.6344355138	0.6325477874
599	0.6343738676	0.6325239909
600	0.6343510252	0.632520915
601	0.6343281828	0.6325209144
602	0.6343281828	0.6325209142
603	0.6343378837	0.6324847435
604	0.6343378837	0.6324847434
605	0.634272797	0.6324591844
606	0.634272797	0.6324591842
607	0.6342824979	0.6324542873
608	0.6344361346	0.6324352153
609	0.6344887006	0.6323981205
610	0.6344887006	0.6323968527
611	0.634537826	0.6323809892
612	0.634537826	0.6323767626
613	0.634537826	0.6323765018
614	0.6346720608	0.6323624196
615	0.6343385045	0.6322979856
616	0.6343385045	0.6322931388
617	0.6343385045	0.6322931386
618	0.6342734178	0.6322716601
619	0.634404212	0.6322659569
620	0.634404212	0.6322659269
621	0.6345418874	0.6322161706
622	0.6349148682	0.6321925356
623	0.6348040966	0.6321616141
624	0.6348040966	0.6321616135
625	0.6348400806	0.6321610053
626	0.6349251899	0.6321572647
627	0.634915489	0.6321352549
628	0.6351445341	0.6321031131
629	0.6351479747	0.6320216484
630	0.6350634861	0.6320060828
631	0.6351485955	0.6320029669
632	0.6352897114	0.6319705478
633	0.6352765699	0.6318922589
634	0.635257168	0.6318507346
635	0.6353062935	0.631838499
636	0.635293152	0.6318266576
637	0.6353845217	0.6318239754
638	0.6353616793	0.6318239749
639	0.6353616793	0.6318239747
640	0.6351720587	0.6318027594
641	0.6353588595	0.631762038
642	0.6354308273	0.6317501109
643	0.6355816442	0.6317263941
644	0.6355456603	0.6317229639
645	0.6356776961	0.631683815
646	0.6356776961	0.6316796372
647	0.6356776961	0.6316796367
648	0.635749664	0.6316680596
649	0.6356223103	0.6316656944
650	0.6358873393	0.6316396735
651	0.6357696866	0.6316334521
652	0.6358056706	0.6316243282
653	0.6358228734	0.6315739541
654	0.6357052207	0.6315686181
655	0.6357903301	0.6315296025
656	0.6357903301	0.6315275668
657	0.6357903301	0.6315275663
658	0.6359079828	0.6315142131
659	0.6358166131	0.6315061418
660	0.6356498349	0.6314512218
661	0.6359868318	0.6313938939
662	0.635993713	0.6313185181
663	0.6360885233	0.6312995779
664	0.636036578	0.6312768351
665	0.6361085459	0.6312619001
666	0.6360497195	0.6312609378
667	0.6360497195	0.6312609373
668	0.6360760025	0.631248525
669	0.6360891441	0.6312470796
670	0.6360697422	0.6312272418
671	0.6362434015	0.6311988505
672	0.6363119288	0.6311931672
673	0.6361880157	0.6311626165
674	0.6360731828	0.6310844343
675	0.6360731828	0.6310517296
676	0.6360731828	0.6310517291
677	0.6360731828	0.6310517289
678	0.6362205591	0.6310439551
679	0.6362205591	0.6310439549
680	0.6363810769	0.630978176
681	0.6363810769	0.630978116
682	0.6363810769	0.6309776376
683	0.6363810769	0.6309776372
684	0.636583839	0.6309498046
685	0.6366135625	0.6309354347
686	0.636688971	0.6309107917
687	0.6367249549	0.6308684451
688	0.6366661285	0.6308514572
689	0.6366661285	0.630851457
690	0.6366661285	0.6308514568
691	0.6367512379	0.6308486519
692	0.6368557491	0.6308269794
693	0.6368003633	0.6308128687
694	0.6369477396	0.6308071402
695	0.6368854727	0.6307625605
696	0.6369740226	0.6307347559
697	0.6369283378	0.6307254789
698	0.6371602026	0.6306956718
699	0.6370003056	0.6306668238
700	0.6370003056	0.6306668233
701	0.6370003056	0.6306668233
702	0.6369455407	0.6306003163
703	0.6369455407	0.6306003162
704	0.6370437915	0.6305841929
705	0.6370437915	0.6305841925
706	0.6371648848	0.6305804792
707	0.6371877273	0.6305673706
708	0.6371877273	0.6305673702
709	0.6371780263	0.6305566212
710	0.6373247818	0.6305404921
711	0.6371517433	0.6305354368
712	0.637083216	0.6305181053
713	0.6370015472	0.6305115517
714	0.6371295217	0.6304690942
715	0.6371295217	0.6304690939
716	0.6374859204	0.6304434558
717	0.6374859204	0.6304434555
718	0.63765676	0.6303381122
719	0.6375328469	0.6303322496
720	0.6375328469	0.6303322495
721	0.6375328469	0.6303322492
722	0.6376339175	0.6303234091
723	0.6377944353	0.630290661
724	0.6378532617	0.6302842759
725	0.6378532617	0.6302842756
726	0.6378532617	0.6302842752
727	0.6377847344	0.6302557503
728	0.6377847344	0.6302557502
729	0.6379515125	0.6302523037
730	0.6377293486	0.6302282069
731	0.6378635834	0.6301986624
732	0.6381223521	0.6301027976
733	0.6382662878	0.6300456282
734	0.6382794293	0.6300407377
735	0.6383513972	0.6300244519
736	0.6383416962	0.6299720707
737	0.6384862528	0.6299253308
738	0.6383914425	0.6299004064
739	0.6383686	0.6299004061
740	0.6386730536	0.6297860458
741	0.6387547224	0.6297831221
742	0.6384674717	0.6297692466
743	0.638535999	0.6297452955
744	0.638535999	0.6297452952
745	0.638535999	0.629745295
746	0.638535999	0.6297452948
747	0.6384480698	0.6297202262
748	0.6383892435	0.6297052613
749	0.6384709123	0.629685989
750	0.6387456422	0.6296598528
751	0.6387947677	0.6296430409
752	0.6387947677	0.6296430403
753	0.6390044109	0.6295809148
754	0.6390244335	0.6295611499
755	0.6389330638	0.629547505
756	0.6391226844	0.6295392165
757	0.6392894626	0.6294974631
758	0.6394562407	0.6294829467
759	0.6394922246	0.6294576836
760	0.6395053661	0.6294517948
761	0.6394202568	0.6294336091
762	0.6395835944	0.6294191169
763	0.6395835944	0.6294191164
764	0.6395835944	0.6294191159
765	0.6395607519	0.6294173878
766	0.6395316492	0.6293775347
767	0.6396852858	0.629358064
768	0.6396430415	0.6293305303
769	0.6396430415	0.6293305299
770	0.6396430415	0.6293305272
771	0.6396299	0.6293178843
772	0.6397053085	0.6292999123
773	0.639797299	0.6292494373
774	0.639797299	0.6292487457
775	0.639797299	0.6292487453
776	0.6398789678	0.6292444406
777	0.6398561253	0.6292444402
778	0.6398658263	0.6292228719
779	0.6398658263	0.6292228719
780	0.6400132026	0.6292082807
781	0.6399543762	0.6291909992
782	0.6401114534	0.6291702394
783	0.640141177	0.629129152
784	0.6402394279	0.6291148016
785	0.6403605212	0.6291134779
786	0.6403605212	0.6291134775
787	0.6401971836	0.6290648786
788	0.6401971836	0.6290648785
789	0.6402691514	0.629063131
790	0.6403217175	0.629050767
791	0.6403217175	0.629050767
792	0.6403217175	0.629050767
793	0.6403217175	0.6290507665
794	0.6403217175	0.6290507661
795	0.6403217175	0.6290507658
796	0.6401611997	0.6290390295
797	0.640272592	0.6289698424
798	0.640272592	0.6289698422
799	0.6404628334	0.6289123962
800	0.6402240874	0.6288895391
801	0.6403417401	0.6288718552
802	0.6402372289	0.6288542372
803	0.6402766534	0.6288247145
804	0.6403486213	0.6287711964
805	0.6403029364	0.6287687505
806	0.6402669525	0.6287458649
807	0.640306377	0.6287415381
808	0.6404834769	0.6286856525
809	0.6404869174	0.6286809651
810	0.6404869174	0.6286769466
811	0.6405229014	0.6286701933
812	0.6405229014	0.6286701928
813	0.6404571938	0.6286555577
814	0.6404571938	0.6286555573
815	0.6404571938	0.6286555569
816	0.6404571938	0.6286555566
817	0.6404571938	0.6286555565
818	0.6404571938	0.6286555562
819	0.6404343514	0.6286438722
820	0.6404343514	0.6286432944
821	0.6404703353	0.6286346425
822	0.6403332808	0.628574858
823	0.6403561232	0.628568414
824	0.6404509335	0.6285660195
825	0.6405983098	0.6285371268
826	0.6405983098	0.6285371266
827	0.6406308532	0.628524636
828	0.6406799786	0.628509537
829	0.640729104	0.6285043112
830	0.6406931201	0.6284984115
831	0.6406931201	0.6284984113
832	0.6406931201	0.6284984072
833	0.6409090237	0.6284704587
834	0.6409090237	0.6284704586
835	0.6409090237	0.6284704585
836	0.6409353067	0.6284577691
837	0.6409353067	0.6284577688
838	0.6408307955	0.6284553602
839	0.6408307955	0.62845536
840	0.6409159048	0.6284549164
841	0.6409124642	0.6284512009
842	0.6409124642	0.6284512002
843	0.6409124642	0.6284512
844	0.6409124642	0.6284511998
845	0.6409615897	0.6284399417
846	0.6409615897	0.6284399417
847	0.6407863522	0.6282676513
848	0.6408451786	0.6282666718
849	0.6408811625	0.6282591502
850	0.6409988152	0.6282363352
851	0.6409988152	0.6282363351
852	0.6410216576	0.6282330759
853	0.6410216576	0.6282330755
854	0.6410216576	0.6282330755
855	0.6410970661	0.6282257352
856	0.6410970661	0.6282164152
857	0.6410645227	0.6282141244
858	0.6410645227	0.6282137727
859	0.6410645227	0.6282137688
860	0.6410645227	0.6282137685
861	0.6410645227	0.6282136951
862	0.6410645227	0.6282136949
863	0.6409959954	0.6282050507
864	0.6409959954	0.6282050341
865	0.6409959954	0.6282050337
866	0.6412444424	0.6281680422
867	0.6412215999	0.6281586364
868	0.6411627736	0.6281470369
869	0.6412575839	0.6281462126
870	0.641486629	0.6281263625
871	0.641486629	0.6281263623
872	0.6414375035	0.6281224453
873	0.6414146611	0.6281224452
874	0.6414146611	0.6281224452
875	0.6415323138	0.6280959935
876	0.6413986998	0.6280432711
877	0.6413986998	0.6280432709
878	0.6413598961	0.6280250505
879	0.6414124621	0.6280024257
880	0.6412463048	0.6279704904
881	0.6412822887	0.6279704901
